,Category,Address,Date,Sold_Area_m2,Total_Area_m2,Land_m2,Interior_Area_m2,Price_EUR,Total_EUR_m2,Land_EUR_m2,Land_EUR_ha,Type,Finishing,Dom_Parts,region_with_riga,region_riga_separate,municipality,Year,Quarter
2919,Zeme,"1, Vasarnīcas, Naujenes pag., Augšdaugavas nov.",2024-12-04,631,631,631,,1 100,2,1.74,-,Privātmājām,,1/1,Latgale,Latgale,augšdaugavas nov,2024.0,4.0
2920,Zeme,"Jaunciema 7. šķērslīnija 7, Rīga",2024-12-03,2 134,2 134,2 134,,29 000,14,13.59,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
2921,Zeme,"6. līnija 18, Jelgava",2024-12-03,1 197,1 197,1 197,,25 000,21,20.89,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgava,2024.0,4.0
2922,Zeme,"Jūras Laimas, Klapkalnciems, Engures pag., Tukuma nov.",2024-12-03,3 618,3 618,3 618,,300 000,83,82.92,-,Privātmājām,,1/1,Kurzeme,Kurzeme,tukuma nov,2024.0,4.0
2923,Zeme,"Induļa iela 20, Jelgava",2024-12-03,1 006,1 006,1 006,,20 120,20,20.0,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgava,2024.0,4.0
2924,Zeme,Rīga,2024-12-03,27 998,27 998,27 998,,56 327,2,2.01,20 118,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
2925,Zeme,"Olgas iela 21, Jūrmala",2024-12-03,408,1 891,408,,10 000,24,24.48,-,Privātmājām,,27/125,Pierīga,Pierīga,jūrmala,2024.0,4.0
2926,Zeme,"Ķimeļi, Tīnūžu pag., Ogres nov.",2024-12-03,2 828,2 828,2 828,,28 400,10,10.04,-,Privātmājām,,1/1,Pierīga,Pierīga,ogres nov,2024.0,4.0
2927,Zeme,"Bātas iela 21A, Rīga",2024-12-03,1 531,1 531,1 531,,85 000,56,55.52,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
2928,Zeme,"Ķinupītes iela 2, Vētras, Mārupes pag., Mārupes nov.",2024-12-03,2 137,2 137,2 137,,10 000,5,4.68,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2024.0,4.0
2929,Zeme,"Ķinupītes iela 4, Vētras, Mārupes pag., Mārupes nov.",2024-12-03,2 067,2 067,2 067,,8 100,4,3.92,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2024.0,4.0
2930,Zeme,"Jaunzemnieki 230, Auru pag., Dobeles nov.",2024-12-03,584,584,584,,3 100,5,5.31,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
2931,Zeme,"Krasta iela 48, Ropaži, Ropažu pag., Ropažu nov.",2024-12-02,1 529,1 529,1 529,,10 000,7,6.54,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2024.0,4.0
2932,Zeme,"Rītupes iela 17, Ikšķile, Ogres nov.",2024-12-02,2 432,2 432,2 432,,46 208,19,19.0,-,Privātmājām,,1/1,Pierīga,Pierīga,ogres nov,2024.0,4.0
2933,Zeme,"Nometņu iela 127, Daugavpils",2024-12-02,672,2 016,672,,2 809,4,4.18,-,Privātmājām,,1/3,Latgale,Latgale,daugavpils,2024.0,4.0
2934,Zeme,"Nurmižu ceļš 14, Ķipari, Siguldas pag., Siguldas nov.",2024-12-02,1 068,2 136,1 068,,15 000,14,14.04,-,Privātmājām,,1/2,Pierīga,Pierīga,siguldas nov,2024.0,4.0
2935,Zeme,"Senču iela 14, Jelgava",2024-12-02,622,622,622,,5 000,8,8.04,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgava,2024.0,4.0
2936,Zeme,"Atpūtas iela 9, Āne, Cenu pag., Jelgavas nov.",2024-12-02,2 375,2 375,2 375,,7 100,3,2.99,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2024.0,4.0
2937,Zeme,"Lejasstrazdi 5A, Lejasstrazdi, Dobeles pag., Dobeles nov.",2024-12-02,577,577,577,,3 600,6,6.24,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
2938,Zeme,"Saulītes iela 7, Jaunsaurieši, Salaspils pag., Salaspils nov.",2024-12-02,3 527,3 527,3 527,,9 602,3,2.72,-,Privātmājām,,1/1,Pierīga,Pierīga,salaspils nov,2024.0,4.0
2939,Zeme,"Rūpnieku iela 23, Ogre, Ogres nov.",2024-12-02,639,639,639,,2 200,3,3.44,-,Privātmājām,,1/1,Pierīga,Pierīga,ogres nov,2024.0,4.0
2940,Zeme,"Draudzības iela 52, Ādaži, Ādažu nov.",2024-12-01,1 400,1 400,1 400,,33 000,24,23.57,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2024.0,4.0
2941,Zeme,"Pūpoli 3, Umurgas pag., Limbažu nov.",2024-11-30,631,631,631,,3 300,5,5.23,-,Privātmājām,,1/1,Vidzeme,Vidzeme,limbažu nov,2024.0,4.0
2942,Zeme,"Urdziņas iela 39, Rīga",2024-11-29,1 116,1 116,1 116,,54 684,49,49.0,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
2943,Zeme,"Apiņu iela 6, Suži, Garkalnes pag., Ropažu nov.",2024-11-29,893,893,893,,29 000,32,32.47,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2024.0,4.0
2944,Zeme,"Parka iela 28, Baldone, Ķekavas nov.",2024-11-29,2 993,2 993,2 993,,30 000,10,10.02,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2024.0,4.0
2945,Zeme,"Ieviņu iela 4, Inčukalns, Inčukalna pag., Siguldas nov.",2024-11-29,3 380,3 380,3 380,,14 000,4,4.14,-,Privātmājām,,1/1,Pierīga,Pierīga,siguldas nov,2024.0,4.0
2946,Zeme,"Strazdiņi, Koknese, Aizkraukles nov.",2024-11-29,2 001,4 001,2 001,,1 500,1,0.75,-,Privātmājām,,1/2,Zemgale,Zemgale,aizkraukles nov,2024.0,4.0
2947,Zeme,"Dāliju iela 31, Kļavas, Inčukalna pag., Siguldas nov.",2024-11-29,638,638,638,,14 000,22,21.94,-,Privātmājām,,1/1,Pierīga,Pierīga,siguldas nov,2024.0,4.0
2948,Zeme,"Pamatu iela 6, Krogsils, Ķekavas pag., Ķekavas nov.",2024-11-29,1 202,1 202,1 202,,30 050,25,25.0,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2024.0,4.0
2949,Zeme,"Pamatu iela 10, Krogsils, Ķekavas pag., Ķekavas nov.",2024-11-29,1 201,1 201,1 201,,35 000,29,29.14,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2024.0,4.0
2950,Zeme,"Dārzi 4, Krimūnu pag., Dobeles nov.",2024-11-29,1 705,1 705,1 705,,4 000,2,2.35,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
2951,Zeme,"Dārzi 11A, Krimūnu pag., Dobeles nov.",2024-11-29,2 288,2 288,2 288,,4 000,2,1.75,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
2952,Zeme,"Dārzi 7, Krimūnu pag., Dobeles nov.",2024-11-29,1 201,1 201,1 201,,4 000,3,3.33,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
2953,Zeme,"Dārzi 6, Krimūnu pag., Dobeles nov.",2024-11-29,1 434,1 434,1 434,,4 000,3,2.79,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
2954,Zeme,"Mežmala, Krimūnu pag., Dobeles nov.",2024-11-29,1 800,1 800,1 800,,4 000,2,2.22,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
2955,Zeme,"Kraujiņas, Krimūnu pag., Dobeles nov.",2024-11-29,1 202,1 202,1 202,,4 000,3,3.33,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
2956,Zeme,"Dārzi 11, Krimūnu pag., Dobeles nov.",2024-11-29,1 277,1 277,1 277,,4 000,3,3.13,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
2957,Zeme,"Dārzi 13, Krimūnu pag., Dobeles nov.",2024-11-29,1 199,1 199,1 199,,4 000,3,3.34,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
2958,Zeme,"Dārzi 5, Krimūnu pag., Dobeles nov.",2024-11-29,1 201,1 201,1 201,,4 000,3,3.33,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
2959,Zeme,"Dārzi 15, Krimūnu pag., Dobeles nov.",2024-11-29,1 200,1 200,1 200,,4 000,3,3.33,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
2960,Zeme,"Jūrkalnes iela 3, Piņķi, Babītes pag., Mārupes nov.",2024-11-29,748,1 548,748,,70 000,94,93.58,-,Privātmājām,,187/387,Pierīga,Pierīga,mārupes nov,2024.0,4.0
2961,Zeme,"Dārzi 9, Krimūnu pag., Dobeles nov.",2024-11-29,2 009,2 009,2 009,,4 000,2,1.99,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
2962,Zeme,"Mārki, Ķesterciems, Engures pag., Tukuma nov.",2024-11-28,2 560,2 560,2 560,,33 000,13,12.89,-,Privātmājām,,1/1,Kurzeme,Kurzeme,tukuma nov,2024.0,4.0
2963,Zeme,"Pededzes iela 38, Mārupe, Mārupes nov.",2024-11-28,1 455,1 455,1 455,,100 000,69,68.73,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2024.0,4.0
2964,Zeme,"Lefkoju iela 16, Ogre, Ogres nov.",2024-11-28,990,990,990,,24 000,24,24.24,-,Privātmājām,,1/1,Pierīga,Pierīga,ogres nov,2024.0,4.0
2965,Zeme,"Dižkrasti, Jumpravas pag., Ogres nov.",2024-11-28,3 000,3 000,3 000,,6 000,2,2.0,-,Privātmājām,,1/1,Pierīga,Pierīga,ogres nov,2024.0,4.0
2966,Zeme,"Kalmju iela 42, Carnikava, Carnikavas pag., Ādažu nov.",2024-11-28,1 660,1 660,1 660,,19 800,12,11.93,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2024.0,4.0
2967,Zeme,"Pededzes iela 40, Mārupe, Mārupes nov.",2024-11-28,1 492,1 492,1 492,,100 000,67,67.02,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2024.0,4.0
2968,Zeme,"Pededzes iela 42, Mārupe, Mārupes nov.",2024-11-28,1 478,1 478,1 478,,97 500,66,65.97,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2024.0,4.0
2969,Zeme,"Hermaņa iela 5, Dzidriņas, Stopiņu pag., Ropažu nov.",2024-11-28,1 333,1 333,1 333,,40 000,30,30.01,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2024.0,4.0
2970,Zeme,"Taureņu iela 2, Jaunsils, Ķekavas pag., Ķekavas nov.",2024-11-28,2 077,2 077,2 077,,11 500,6,5.54,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2024.0,4.0
2971,Zeme,"Žagaru iela 4, Saulgoži, Ķekavas pag., Ķekavas nov.",2024-11-28,1 337,1 337,1 337,,13 000,10,9.72,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2024.0,4.0
2972,Zeme,"Ogļu iela 9, Rīga",2024-11-28,3 600,3 600,3 600,,670 000,186,186.11,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
2973,Zeme,"Nāru iela 9, Daugavpils",2024-11-28,1 065,1 065,1 065,,6 000,6,5.63,-,Privātmājām,,1/1,Latgale,Latgale,daugavpils,2024.0,4.0
2974,Zeme,"Ceļmalas iela 7, Ječi, Dunikas pag., Dienvidkurzemes nov.",2024-11-28,600,600,600,,1 800,3,3.0,-,Privātmājām,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2024.0,4.0
2975,Zeme,"Jāzepa iela 9, Brīvkalni, Babītes pag., Mārupes nov.",2024-11-28,1 209,1 209,1 209,,30 225,25,25.0,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2024.0,4.0
2976,Zeme,"Lauktehnika 34, Kūku pag., Jēkabpils nov.",2024-11-28,1 761,1 761,1 761,,4 700,3,2.67,-,Privātmājām,,1/1,Zemgale,Zemgale,jēkabpils nov,2024.0,4.0
2977,Zeme,"Desmitā iela 8, Šķēde, Medzes pag., Dienvidkurzemes nov.",2024-11-28,594,594,594,,9 530,16,16.04,-,Privātmājām,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2024.0,4.0
2978,Zeme,"Ābelīte 198, Ābelīte, Sējas pag., Saulkrastu nov.",2024-11-28,628,628,628,,5 000,8,7.96,-,Privātmājām,,1/1,Pierīga,Pierīga,saulkrastu nov,2024.0,4.0
2979,Zeme,Rīga,2024-11-28,499,499,499,,13 180,26,26.41,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
2980,Zeme,"Circeņu iela 10, Mārupe, Mārupes nov.",2024-11-28,1 375,1 375,1 375,,75 000,55,54.55,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2024.0,4.0
2981,Zeme,"Vecāķu prospekts 39, Rīga",2024-11-27,2 131,2 131,2 131,,30 000,14,14.08,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
2982,Zeme,Rīga,2024-11-27,628,628,628,,15 700,25,25.0,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
2983,Zeme,"Lokmaliņas iela 7, Jaunmārupe, Mārupes pag., Mārupes nov.",2024-11-27,2 015,2 015,2 015,,60 000,30,29.78,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2024.0,4.0
2984,Zeme,"Vārpu iela 19, Carnikava, Carnikavas pag., Ādažu nov.",2024-11-27,1 201,1 201,1 201,,39 400,33,32.81,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2024.0,4.0
2985,Zeme,"Purmsātu iela 11, Rīga",2024-11-27,1 000,1 000,1 000,,20 000,20,20.0,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
2986,Zeme,"Vēsmas iela 2, Jelgava",2024-11-27,1 700,1 700,1 700,,7 100,4,4.18,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgava,2024.0,4.0
2987,Zeme,"Radiotehnika 104, Dzērumi, Ķekavas pag., Ķekavas nov.",2024-11-27,700,700,700,,29 000,41,41.43,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2024.0,4.0
2988,Zeme,"Pamatu iela 8, Krogsils, Ķekavas pag., Ķekavas nov.",2024-11-27,1 202,1 202,1 202,,30 050,25,25.0,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2024.0,4.0
2989,Zeme,"Ventas iela 14A, Sigulda, Siguldas nov.",2024-11-27,742,742,742,,10 000,13,13.48,-,Privātmājām,,1/1,Pierīga,Pierīga,siguldas nov,2024.0,4.0
2990,Zeme,"Parka iela 5A, Baldone, Ķekavas nov.",2024-11-26,896,896,896,,5 130,6,5.73,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2024.0,4.0
2991,Zeme,Rīga,2024-11-26,600,600,600,,6 400,11,10.67,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
2992,Zeme,"Jāņkalna iela 20A, Alūksne, Alūksnes nov.",2024-11-26,2 133,2 133,2 133,,14 000,7,6.56,-,Privātmājām,,1/1,Vidzeme,Vidzeme,alūksnes nov,2024.0,4.0
2993,Zeme,"Asteru iela 62, Agra, Drabešu pag., Cēsu nov.",2024-11-26,728,728,728,,14 000,19,19.23,-,Privātmājām,,1/1,Vidzeme,Vidzeme,cēsu nov,2024.0,4.0
2994,Zeme,"Jātnieku iela 58, Daugavpils",2024-11-26,313,625,313,,2 082,7,6.66,-,Privātmājām,,1/2,Latgale,Latgale,daugavpils,2024.0,4.0
2995,Zeme,"Parka aleja 12, Dzilnuciems, Babītes pag., Mārupes nov.",2024-11-26,4 256,4 256,4 256,,450 000,106,105.73,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2024.0,4.0
2996,Zeme,"Briežgravas, Talsciems, Ģibuļu pag., Talsu nov.",2024-11-26,2 018,2 018,2 018,,5 000,2,2.48,-,Privātmājām,,1/1,Kurzeme,Kurzeme,talsu nov,2024.0,4.0
2997,Zeme,Rīga,2024-11-26,105,175,105,,2 530,24,24.1,-,Privātmājām,,3/5,Rīga,Rīga,rīga,2024.0,4.0
2998,Zeme,"Cīravas iela 7, Babīte, Babītes pag., Mārupes nov.",2024-11-25,3 941,3 941,3 941,,80 000,20,20.3,-,Privātmājām,,1/1,Pierīga,Pierīga,mārupes nov,2024.0,4.0
2999,Zeme,"Dārzniecības iela 35, Dobele, Dobeles nov.",2024-11-25,2 004,2 004,2 004,,26 000,13,12.97,-,Privātmājām,,1/1,Zemgale,Zemgale,dobeles nov,2024.0,4.0
3000,Zeme,"Raiņa bulvāris 6B, Alūksne, Alūksnes nov.",2024-11-25,1 754,1 754,1 754,,10 000,6,5.7,-,Privātmājām,,1/1,Vidzeme,Vidzeme,alūksnes nov,2024.0,4.0
3001,Zeme,"Pelēdu iela 18, Rīga",2024-11-25,309,309,309,,15 000,49,48.54,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
3002,Zeme,"Blīdenes iela 2A, Rīga",2024-11-25,743,743,743,,35 000,47,47.11,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
3003,Zeme,"Olaines pag., Olaines nov.",2024-11-25,940,940,940,,2 700,3,2.87,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2024.0,4.0
3004,Zeme,"Asteru iela 7, Vējupīte, Siguldas pag., Siguldas nov.",2024-11-25,590,590,590,,8 000,14,13.56,-,Privātmājām,,1/1,Pierīga,Pierīga,siguldas nov,2024.0,4.0
3005,Zeme,Rīga,2024-11-25,1 595,1 595,1 595,,110 000,69,68.97,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
3006,Zeme,"Daugavas iela 113, Daugavpils",2024-11-25,474,864,474,,2 843,6,6.0,-,Privātmājām,,17/31,Latgale,Latgale,daugavpils,2024.0,4.0
3007,Zeme,"Akāciju iela 5, Stukmaņi, Klintaines pag., Aizkraukles nov.",2024-11-25,1 298,1 298,1 298,,1 903,1,1.47,-,Privātmājām,,1/1,Zemgale,Zemgale,aizkraukles nov,2024.0,4.0
3008,Zeme,"Ūdrīšu pag., Krāslavas nov.",2024-11-22,770,770,770,,1 000,1,1.3,-,Privātmājām,,1/1,Latgale,Latgale,krāslavas nov,2024.0,4.0
3009,Zeme,"Akmens iela 20, Ielejas, Olaines pag., Olaines nov.",2024-11-22,1 565,1 565,1 565,,8 000,5,5.11,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2024.0,4.0
3010,Zeme,"Zvaigžņu iela 26, Jaunolaine, Olaines pag., Olaines nov.",2024-11-22,1 540,1 540,1 540,,23 980,16,15.57,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2024.0,4.0
3011,Zeme,"Saulkrastu pag., Saulkrastu nov.",2024-11-22,2 252,2 252,2 252,,16 000,7,7.1,-,Privātmājām,,1/1,Pierīga,Pierīga,saulkrastu nov,2024.0,4.0
3012,Zeme,"Cenu pag., Jelgavas nov.",2024-11-22,1 670,1 670,1 670,,11 000,7,6.59,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2024.0,4.0
3013,Zeme,"Parka iela 8, Baldone, Ķekavas nov.",2024-11-22,2 450,2 450,2 450,,13 000,5,5.31,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2024.0,4.0
3014,Zeme,"Veselība 65, Veselība, Saulkrastu pag., Saulkrastu nov.",2024-11-22,534,534,534,,30 000,56,56.18,-,Privātmājām,,1/1,Pierīga,Pierīga,saulkrastu nov,2024.0,4.0
3015,Zeme,"Ceriņu iela 9, Rēzekne",2024-11-22,1 651,1 651,1 651,,10 200,6,6.18,-,Privātmājām,,1/1,Latgale,Latgale,rēzekne,2024.0,4.0
3016,Zeme,"3. masīvs 48, Kalnciema pag., Jelgavas nov.",2024-11-22,1 050,1 050,1 050,,1 050,1,1.0,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2024.0,4.0
3017,Zeme,"Stārķu iela 14, Salaspils, Salaspils nov.",2024-11-22,600,600,600,,27 000,45,45.0,-,Privātmājām,,1/1,Pierīga,Pierīga,salaspils nov,2024.0,4.0
3018,Zeme,"Upeņu iela 6A, Daugavpils",2024-11-22,535,535,535,,4 800,9,8.97,-,Privātmājām,,1/1,Latgale,Latgale,daugavpils,2024.0,4.0
3019,Zeme,"Rundāles pag., Bauskas nov.",2024-11-22,2 193,2 193,2 193,,1 700,1,0.78,-,Privātmājām,,1/1,Zemgale,Zemgale,bauskas nov,2024.0,4.0
3020,Zeme,"Urdziņas iela 22, Rīga",2024-11-21,852,852,852,,39 000,46,45.77,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
3021,Zeme,"Kalnciema pag., Jelgavas nov.",2024-11-21,1 537,1 537,1 537,,2 000,1,1.3,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2024.0,4.0
3022,Zeme,"Tumes pag., Tukuma nov.",2024-11-21,1 569,1 569,1 569,,35 000,22,22.31,-,Privātmājām,,1/1,Kurzeme,Kurzeme,tukuma nov,2024.0,4.0
3023,Zeme,"Gundegu iela 2, Limbaži, Limbažu nov.",2024-11-21,1 322,1 322,1 322,,8 000,6,6.05,-,Privātmājām,,1/1,Vidzeme,Vidzeme,limbažu nov,2024.0,4.0
3024,Zeme,"Pureņu iela 56, Rīga",2024-11-21,1 232,1 232,1 232,,10 000,8,8.12,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
3025,Zeme,"Rītupes iela 52, Grēnes, Olaines pag., Olaines nov.",2024-11-21,654,654,654,,12 500,19,19.11,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2024.0,4.0
3026,Zeme,"Ozola iela 1, Ozolaine, Limbažu pag., Limbažu nov.",2024-11-21,1 201,1 201,1 201,,15 000,12,12.49,-,Privātmājām,,1/1,Vidzeme,Vidzeme,limbažu nov,2024.0,4.0
3027,Zeme,"Celmu iela 19A, Ventspils",2024-11-21,955,955,955,,4 200,4,4.4,-,Privātmājām,,1/1,Kurzeme,Kurzeme,ventspils,2024.0,4.0
3028,Zeme,"Rītupes iela 54, Grēnes, Olaines pag., Olaines nov.",2024-11-21,652,652,652,,12 500,19,19.17,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2024.0,4.0
3029,Zeme,"Salas iela 10, Katlakalns, Ķekavas pag., Ķekavas nov.",2024-11-21,1 624,1 624,1 624,,42 000,26,25.86,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2024.0,4.0
3030,Zeme,"Līduma iela 12, Jelgava",2024-11-21,610,610,610,,4 700,8,7.7,-,Privātmājām,,1/1,Zemgale,Zemgale,jelgava,2024.0,4.0
3031,Zeme,"Pečorītes iela 20, Rīga",2024-11-21,1 325,1 325,1 325,,60 000,45,45.28,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
3032,Zeme,"Ezermalas iela 9, Ulbroka, Stopiņu pag., Ropažu nov.",2024-11-21,963,1 926,963,,21 000,22,21.81,-,Privātmājām,,1/2,Pierīga,Pierīga,ropažu nov,2024.0,4.0
3033,Zeme,"Rietumu iela 6, Dzidriņas, Stopiņu pag., Ropažu nov.",2024-11-21,1 184,1 184,1 184,,34 500,29,29.14,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2024.0,4.0
3034,Zeme,"Pasaku iela 9, Jaunmuiža, Skrundas pag., Kuldīgas nov.",2024-11-21,2 632,2 632,2 632,,2 200,1,0.84,-,Privātmājām,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2024.0,4.0
3035,Zeme,"Kaija 188, Standzes ciems, Tārgales pag., Ventspils nov.",2024-11-21,627,627,627,,2 500,4,3.99,-,Privātmājām,,1/1,Kurzeme,Kurzeme,ventspils nov,2024.0,4.0
3036,Zeme,"Salgales pag., Jelgavas nov.",2024-11-21,13 900,13 900,13 900,,10 000,1,0.72,7 194,Privātmājām,,1/1,Zemgale,Zemgale,jelgavas nov,2024.0,4.0
3037,Zeme,"Mostoviks 28, Variešu pag., Jēkabpils nov.",2024-11-21,736,736,736,,1 800,2,2.45,-,Privātmājām,,1/1,Zemgale,Zemgale,jēkabpils nov,2024.0,4.0
3038,Zeme,"Artilērijas iela 32B, Daugavpils",2024-11-21,1 202,1 202,1 202,,12 710,11,10.57,-,Privātmājām,,1/1,Latgale,Latgale,daugavpils,2024.0,4.0
3039,Zeme,"Artilērijas iela 32F, Daugavpils",2024-11-21,1 214,1 214,1 214,,12 830,11,10.57,-,Privātmājām,,1/1,Latgale,Latgale,daugavpils,2024.0,4.0
3040,Zeme,"Codes pag., Bauskas nov.",2024-11-21,2 407,2 407,2 407,,1 000,0,0.42,-,Privātmājām,,1/1,Zemgale,Zemgale,bauskas nov,2024.0,4.0
3041,Zeme,"Lēvenstrauta iela 6, Rīga",2024-11-20,1 737,1 737,1 737,,57 300,33,32.99,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
3042,Zeme,"Kalmju iela 10, Carnikava, Carnikavas pag., Ādažu nov.",2024-11-20,1 511,1 511,1 511,,48 000,32,31.77,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2024.0,4.0
3043,Zeme,"Ziedu iela 42, Ropaži, Ropažu pag., Ropažu nov.",2024-11-20,2 202,2 202,2 202,,25 000,11,11.35,-,Privātmājām,,1/1,Pierīga,Pierīga,ropažu nov,2024.0,4.0
3044,Zeme,"Aplausu iela 10, Medemciems, Olaines pag., Olaines nov.",2024-11-20,598,598,598,,16 000,27,26.76,-,Privātmājām,,1/1,Pierīga,Pierīga,olaines nov,2024.0,4.0
3045,Zeme,"Līgo iela 12A, Garupe, Carnikavas pag., Ādažu nov.",2024-11-20,1 591,1 591,1 591,,10 500,7,6.6,-,Privātmājām,,1/1,Pierīga,Pierīga,ādažu nov,2024.0,4.0
3046,Zeme,"Dāvja iela 4A, Jūrmala",2024-11-20,1 485,1 485,1 485,,63 000,42,42.42,-,Privātmājām,,1/1,Pierīga,Pierīga,jūrmala,2024.0,4.0
3047,Zeme,"Rudzu iela 14A, Rīga",2024-11-20,2 069,2 069,2 069,,14 658,7,7.08,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
3048,Zeme,"Atbrīvošanas aleja 30E, Rēzekne",2024-11-20,215,215,215,,1 300,6,6.05,-,Privātmājām,,1/1,Latgale,Latgale,rēzekne,2024.0,4.0
3049,Zeme,"Kupravas iela 14, Rīga",2024-11-20,614,614,614,,29 800,49,48.53,-,Privātmājām,,1/1,Rīga,Rīga,rīga,2024.0,4.0
3050,Zeme,"Ausma 220, Dzērumi, Ķekavas pag., Ķekavas nov.",2024-11-20,790,790,790,,5 000,6,6.33,-,Privātmājām,,1/1,Pierīga,Pierīga,ķekavas nov,2024.0,4.0
3051,Zeme,"Verpuļeva 471, Verpuļeva, Balvu pag., Balvu nov.",2024-11-20,783,783,783,,1 000,1,1.28,-,Privātmājām,,1/1,Latgale,Latgale,balvu nov,2024.0,4.0
