,Category,Address,Date,Sold_Area_m2,Total_Area_m2,Land_m2,Interior_Area_m2,Price_EUR,Total_EUR_m2,Land_EUR_m2,Land_EUR_ha,Type,Finishing,Dom_Parts,region_with_riga,region_riga_separate,municipality,Year,Quarter
14835,Zeme,"Jaunannas pag., Alūksnes nov.",2022-09-07,59 000,59 000,59 000,,35 000,1,0.59,5 932,Mežs,,1/1,Vidzeme,Vidzeme,alūksnes nov,2022.0,3.0
14836,Zeme,"Vecumnieku pag., Bauskas nov.",2022-09-07,7 000,7 000,7 000,,7 000,1,1.0,-,Mežs,,1/1,Zemgale,Zemgale,bauskas nov,2022.0,3.0
14837,Zeme,"Mērsraga pag., Talsu nov.",2022-09-07,6 096,6 096,6 096,,3 000,0,0.49,-,Mežs,,1/1,Kurzeme,Kurzeme,talsu nov,2022.0,3.0
14838,Zeme,"Bērzpils pag., Balvu nov.",2022-09-07,46 000,46 000,46 000,,25 000,1,0.54,5 435,Mežs,,1/1,Latgale,Latgale,balvu nov,2022.0,3.0
14839,Zeme,"Aglonas pag., Preiļu nov.",2022-09-07,59 100,59 100,59 100,,15 500,0,0.26,2 623,Mežs,,1/1,Latgale,Latgale,preiļu nov,2022.0,3.0
14840,Zeme,"Variņu pag., Smiltenes nov.",2022-09-07,40 000,40 000,40 000,,16 000,0,0.4,4 000,Mežs,,1/1,Vidzeme,Vidzeme,smiltenes nov,2022.0,3.0
14841,Zeme,"Aglonas pag., Preiļu nov.",2022-09-07,73 000,73 000,73 000,,17 500,0,0.24,2 397,Mežs,,1/1,Latgale,Latgale,preiļu nov,2022.0,3.0
14842,Zeme,"Upmalas pag., Preiļu nov.",2022-09-07,7 000,7 000,7 000,,1 400,0,0.2,-,Mežs,,1/1,Latgale,Latgale,preiļu nov,2022.0,3.0
14843,Zeme,"Valdgales pag., Talsu nov.",2022-09-07,72 500,72 500,72 500,,29 500,0,0.41,4 069,Mežs,,1/1,Kurzeme,Kurzeme,talsu nov,2022.0,3.0
14844,Zeme,"Astrīdas iela 32, Baltezers, Garkalnes pag., Ropažu nov.",2022-09-07,3 083,3 083,3 083,,70 000,23,22.71,-,Mežs,,1/1,Pierīga,Pierīga,ropažu nov,2022.0,3.0
14845,Zeme,"Klintaines pag., Aizkraukles nov.",2022-09-07,33 000,33 000,33 000,,4 000,0,0.12,1 212,Mežs,,1/1,Zemgale,Zemgale,aizkraukles nov,2022.0,3.0
14846,Zeme,"Mores Ūdensdzirnavas, Mores pag., Siguldas nov.",2022-09-07,157 600,157 600,157 600,,44 240,0,0.28,2 807,Mežs,,1/1,Pierīga,Pierīga,siguldas nov,2022.0,3.0
14847,Zeme,"Tilžas pag., Balvu nov.",2022-09-06,39 100,39 100,39 100,,1 600,0,0.04,409,Mežs,,1/1,Latgale,Latgale,balvu nov,2022.0,3.0
14848,Zeme,"Zaļesjes pag., Ludzas nov.",2022-09-06,10 000,10 000,10 000,,4 000,0,0.4,4 000,Mežs,,1/1,Latgale,Latgale,ludzas nov,2022.0,3.0
14849,Zeme,"Aiviekstes pag., Aizkraukles nov.",2022-09-06,30 000,60 000,30 000,,15 000,1,0.5,5 000,Mežs,,1/2,Zemgale,Zemgale,aizkraukles nov,2022.0,3.0
14850,Zeme,"Rugāju pag., Balvu nov.",2022-09-06,107 800,107 800,107 800,,52 000,0,0.48,4 824,Mežs,,1/1,Latgale,Latgale,balvu nov,2022.0,3.0
14851,Zeme,"Krustpils pag., Jēkabpils nov.",2022-09-06,40 600,40 600,40 600,,70 100,2,1.73,17 266,Mežs,,1/1,Zemgale,Zemgale,jēkabpils nov,2022.0,3.0
14852,Zeme,"Rencēnu pag., Valmieras nov.",2022-09-06,35 000,35 000,35 000,,29 000,1,0.83,8 286,Mežs,,1/1,Vidzeme,Vidzeme,valmieras nov,2022.0,3.0
14853,Zeme,"Vecpiebalgas pag., Cēsu nov.",2022-09-05,36 200,36 200,36 200,,6 100,0,0.17,1 685,Mežs,,1/1,Vidzeme,Vidzeme,cēsu nov,2022.0,3.0
14854,Zeme,"Inešu pag., Cēsu nov.",2022-09-05,106 100,106 100,106 100,,33 700,0,0.32,3 176,Mežs,,1/1,Vidzeme,Vidzeme,cēsu nov,2022.0,3.0
14855,Zeme,"Aiviekstes pag., Aizkraukles nov.",2022-09-05,30 000,60 000,30 000,,15 000,1,0.5,5 000,Mežs,,1/2,Zemgale,Zemgale,aizkraukles nov,2022.0,3.0
14856,Zeme,"Kaunatas pag., Rēzeknes nov.",2022-09-05,18 000,36 000,18 000,,4 500,0,0.25,2 500,Mežs,,1/2,Latgale,Latgale,rēzeknes nov,2022.0,3.0
14857,Zeme,"Annas pag., Alūksnes nov.",2022-09-05,89 000,89 000,89 000,,48 000,1,0.54,5 393,Mežs,,1/1,Vidzeme,Vidzeme,alūksnes nov,2022.0,3.0
14858,Zeme,"Līdumnieku pag., Ludzas nov.",2022-09-05,33 000,33 000,33 000,,7 350,0,0.22,2 227,Mežs,,1/1,Latgale,Latgale,ludzas nov,2022.0,3.0
14859,Zeme,"Kalsnavas pag., Madonas nov.",2022-09-02,48 700,48 700,48 700,,1 600,0,0.03,329,Mežs,,1/1,Latgale,Latgale,madonas nov,2022.0,3.0
14860,Zeme,"Sakstagala pag., Rēzeknes nov.",2022-09-02,21 000,21 000,21 000,,8 000,0,0.38,3 810,Mežs,,1/1,Latgale,Latgale,rēzeknes nov,2022.0,3.0
14861,Zeme,"Vecpiebalgas pag., Cēsu nov.",2022-09-02,235 000,235 000,235 000,,7 000,0,0.03,298,Mežs,,1/1,Vidzeme,Vidzeme,cēsu nov,2022.0,3.0
14862,Zeme,"Stelpes pag., Bauskas nov.",2022-09-02,217 600,217 600,217 600,,41 500,0,0.19,1 907,Mežs,,1/1,Zemgale,Zemgale,bauskas nov,2022.0,3.0
14863,Zeme,"Aizkalnes pag., Preiļu nov.",2022-09-02,34 500,69 000,34 500,,1 700,0,0.05,493,Mežs,,1/2,Latgale,Latgale,preiļu nov,2022.0,3.0
14864,Zeme,"Daudzeses pag., Aizkraukles nov.",2022-09-02,308 000,308 000,308 000,,145 000,0,0.47,4 708,Mežs,,1/1,Zemgale,Zemgale,aizkraukles nov,2022.0,3.0
14865,Zeme,"Svariņu pag., Krāslavas nov.",2022-09-02,30 000,30 000,30 000,,4 500,0,0.15,1 500,Mežs,,1/1,Latgale,Latgale,krāslavas nov,2022.0,3.0
14866,Zeme,"Braslavas pag., Limbažu nov.",2022-09-02,468 400,468 400,468 400,,140 520,0,0.3,3 000,Mežs,,1/1,Vidzeme,Vidzeme,limbažu nov,2022.0,3.0
14867,Zeme,"Puzes pag., Ventspils nov.",2022-09-02,101 600,101 600,101 600,,4 064,0,0.04,400,Mežs,,1/1,Kurzeme,Kurzeme,ventspils nov,2022.0,3.0
14868,Zeme,"Plūdoņi, Elkšņu pag., Jēkabpils nov.",2022-09-02,262 000,262 000,262 000,,100 000,0,0.38,3 817,Mežs,,1/1,Zemgale,Zemgale,jēkabpils nov,2022.0,3.0
14869,Zeme,"Ozolmuižas pag., Rēzeknes nov.",2022-09-01,54 600,54 600,54 600,,5 000,0,0.09,916,Mežs,,1/1,Latgale,Latgale,rēzeknes nov,2022.0,3.0
14870,Zeme,"Jeru pag., Valmieras nov.",2022-09-01,166 000,166 000,166 000,,34 300,0,0.21,2 066,Mežs,,1/1,Vidzeme,Vidzeme,valmieras nov,2022.0,3.0
14871,Zeme,"Madlienas pag., Ogres nov.",2022-09-01,87 000,87 000,87 000,,18 000,0,0.21,2 069,Mežs,,1/1,Pierīga,Pierīga,ogres nov,2022.0,3.0
14872,Zeme,"Ņukšu pag., Ludzas nov.",2022-09-01,37 000,37 000,37 000,,4 000,0,0.11,1 081,Mežs,,1/1,Latgale,Latgale,ludzas nov,2022.0,3.0
14873,Zeme,"Ogresgala pag., Ogres nov.",2022-09-01,128 700,128 700,128 700,,23 000,0,0.18,1 787,Mežs,,1/1,Pierīga,Pierīga,ogres nov,2022.0,3.0
14874,Zeme,"Egļu Ošāni, Tīnūžu pag., Ogres nov.",2022-09-01,20 000,20 000,20 000,,18 000,1,0.9,9 000,Mežs,,1/1,Pierīga,Pierīga,ogres nov,2022.0,3.0
14875,Zeme,"Dundagas pag., Talsu nov.",2022-09-01,285 378,285 378,285 378,,99 882,0,0.35,3 500,Mežs,,1/1,Kurzeme,Kurzeme,talsu nov,2022.0,3.0
14876,Zeme,"Līdumnieku pag., Ludzas nov.",2022-08-31,26 000,26 000,26 000,,6 500,0,0.25,2 500,Mežs,,1/1,Latgale,Latgale,ludzas nov,2022.0,3.0
14877,Zeme,"Silmalas pag., Rēzeknes nov.",2022-08-31,22 200,22 200,22 200,,1 000,0,0.05,450,Mežs,,1/1,Latgale,Latgale,rēzeknes nov,2022.0,3.0
14878,Zeme,"Usmas pag., Ventspils nov.",2022-08-31,98 600,98 600,98 600,,28 000,0,0.28,2 840,Mežs,,1/1,Kurzeme,Kurzeme,ventspils nov,2022.0,3.0
14879,Zeme,"Allažu pag., Siguldas nov.",2022-08-31,35 600,35 600,35 600,,7 500,0,0.21,2 107,Mežs,,1/1,Pierīga,Pierīga,siguldas nov,2022.0,3.0
14880,Zeme,"Lēdurgas pag., Siguldas nov.",2022-08-31,599 000,599 000,599 000,,60 800,0,0.1,1 015,Mežs,,1/1,Pierīga,Pierīga,siguldas nov,2022.0,3.0
14881,Zeme,"Malnavas pag., Ludzas nov.",2022-08-31,78 750,157 500,78 750,,1 750,0,0.02,222,Mežs,,1/2,Latgale,Latgale,ludzas nov,2022.0,3.0
14882,Zeme,"Malnavas pag., Ludzas nov.",2022-08-30,78 750,157 500,78 750,,1 750,0,0.02,222,Mežs,,1/2,Latgale,Latgale,ludzas nov,2022.0,3.0
14883,Zeme,"Robežnieku pag., Krāslavas nov.",2022-08-30,13 200,13 200,13 200,,3 000,0,0.23,2 273,Mežs,,1/1,Latgale,Latgale,krāslavas nov,2022.0,3.0
14884,Zeme,"Kastuļinas pag., Krāslavas nov.",2022-08-30,53 000,53 000,53 000,,13 500,0,0.25,2 547,Mežs,,1/1,Latgale,Latgale,krāslavas nov,2022.0,3.0
14885,Zeme,"Limbažu pag., Limbažu nov.",2022-08-30,57 450,114 900,57 450,,4 000,0,0.07,696,Mežs,,1/2,Vidzeme,Vidzeme,limbažu nov,2022.0,3.0
14886,Zeme,"Kokneses pag., Aizkraukles nov.",2022-08-30,36 000,36 000,36 000,,12 000,0,0.33,3 333,Mežs,,1/1,Zemgale,Zemgale,aizkraukles nov,2022.0,3.0
14887,Zeme,"Veselavas pag., Cēsu nov.",2022-08-30,145 700,145 700,145 700,,15 000,0,0.1,1 030,Mežs,,1/1,Vidzeme,Vidzeme,cēsu nov,2022.0,3.0
14888,Zeme,"Dundagas pag., Talsu nov.",2022-08-30,75 000,75 000,75 000,,30 000,0,0.4,4 000,Mežs,,1/1,Kurzeme,Kurzeme,talsu nov,2022.0,3.0
14889,Zeme,"Rugāju pag., Balvu nov.",2022-08-30,38 000,76 000,38 000,,1 500,0,0.04,395,Mežs,,1/2,Latgale,Latgale,balvu nov,2022.0,3.0
14890,Zeme,"Zaņas pag., Saldus nov.",2022-08-30,23 300,23 300,23 300,,2 500,0,0.11,1 073,Mežs,,1/1,Kurzeme,Kurzeme,saldus nov,2022.0,3.0
14891,Zeme,"Krapes pag., Ogres nov.",2022-08-29,42 000,42 000,42 000,,11 500,0,0.27,2 738,Mežs,,1/1,Pierīga,Pierīga,ogres nov,2022.0,3.0
14892,Zeme,"Mežāres pag., Jēkabpils nov.",2022-08-29,13 400,13 400,13 400,,2 009,0,0.15,1 499,Mežs,,1/1,Zemgale,Zemgale,jēkabpils nov,2022.0,3.0
14893,Zeme,"Elkšņu pag., Jēkabpils nov.",2022-08-29,52 000,52 000,52 000,,6 000,0,0.12,1 154,Mežs,,1/1,Zemgale,Zemgale,jēkabpils nov,2022.0,3.0
14894,Zeme,"Kokneses pag., Aizkraukles nov.",2022-08-29,108 000,108 000,108 000,,35 000,0,0.32,3 241,Mežs,,1/1,Zemgale,Zemgale,aizkraukles nov,2022.0,3.0
14895,Zeme,"Salnavas pag., Ludzas nov.",2022-08-29,36 400,36 400,36 400,,8 397,0,0.23,2 307,Mežs,,1/1,Latgale,Latgale,ludzas nov,2022.0,3.0
14896,Zeme,"Lizuma pag., Gulbenes nov.",2022-08-28,93 500,93 500,93 500,,30 000,0,0.32,3 209,Mežs,,1/1,Vidzeme,Vidzeme,gulbenes nov,2022.0,3.0
14897,Zeme,"Lībagu pag., Talsu nov.",2022-08-27,57 600,57 600,57 600,,12 000,0,0.21,2 083,Mežs,,1/1,Kurzeme,Kurzeme,talsu nov,2022.0,3.0
14898,Zeme,"Stalbes pag., Cēsu nov.",2022-08-26,33 000,33 000,33 000,,6 500,0,0.2,1 970,Mežs,,1/1,Vidzeme,Vidzeme,cēsu nov,2022.0,3.0
14899,Zeme,"Limbažu pag., Limbažu nov.",2022-08-26,57 450,114 900,57 450,,4 000,0,0.07,696,Mežs,,1/2,Vidzeme,Vidzeme,limbažu nov,2022.0,3.0
14900,Zeme,"Sakas pag., Dienvidkurzemes nov.",2022-08-26,34 400,68 800,34 400,,1 410,0,0.04,410,Mežs,,1/2,Kurzeme,Kurzeme,dienvidkurzemes nov,2022.0,3.0
14901,Zeme,"Sakas pag., Dienvidkurzemes nov.",2022-08-26,32 000,32 000,32 000,,1 110,0,0.03,347,Mežs,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2022.0,3.0
14902,Zeme,"Skaistkalnes pag., Bauskas nov.",2022-08-25,29 000,29 000,29 000,,10 000,0,0.34,3 448,Mežs,,1/1,Zemgale,Zemgale,bauskas nov,2022.0,3.0
14903,Zeme,"Salacgrīvas pag., Limbažu nov.",2022-08-25,88 000,88 000,88 000,,15 000,0,0.17,1 705,Mežs,,1/1,Vidzeme,Vidzeme,limbažu nov,2022.0,3.0
14904,Zeme,"Braslavas pag., Limbažu nov.",2022-08-25,46 000,46 000,46 000,,11 500,0,0.25,2 500,Mežs,,1/1,Vidzeme,Vidzeme,limbažu nov,2022.0,3.0
14905,Zeme,"Nītaures pag., Cēsu nov.",2022-08-25,356 600,356 600,356 600,,182 600,1,0.51,5 121,Mežs,,1/1,Vidzeme,Vidzeme,cēsu nov,2022.0,3.0
14906,Zeme,"Vecumnieku pag., Bauskas nov.",2022-08-25,39 500,39 500,39 500,,10 400,0,0.26,2 633,Mežs,,1/1,Zemgale,Zemgale,bauskas nov,2022.0,3.0
14907,Zeme,"Mārsilu iela 14, Baltezers, Garkalnes pag., Ropažu nov.",2022-08-25,1 501,1 501,1 501,,85 000,57,56.63,-,Mežs,,1/1,Pierīga,Pierīga,ropažu nov,2022.0,3.0
14908,Zeme,"Rugāju pag., Balvu nov.",2022-08-25,38 000,76 000,38 000,,1 500,0,0.04,395,Mežs,,1/2,Latgale,Latgale,balvu nov,2022.0,3.0
14909,Zeme,"Vecsaules pag., Bauskas nov.",2022-08-25,48 000,48 000,48 000,,64 518,1,1.34,13 441,Mežs,,1/1,Zemgale,Zemgale,bauskas nov,2022.0,3.0
14910,Zeme,"Pededzes pag., Alūksnes nov.",2022-08-24,309 000,309 000,309 000,,180 000,1,0.58,5 825,Mežs,,1/1,Vidzeme,Vidzeme,alūksnes nov,2022.0,3.0
14911,Zeme,"Bārtas pag., Dienvidkurzemes nov.",2022-08-24,96 400,96 400,96 400,,11 000,0,0.11,1 141,Mežs,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2022.0,3.0
14912,Zeme,"Skaņkalnes pag., Valmieras nov.",2022-08-24,264 000,264 000,264 000,,70 000,0,0.27,2 652,Mežs,,1/1,Vidzeme,Vidzeme,valmieras nov,2022.0,3.0
14913,Zeme,"Burtnieku pag., Valmieras nov.",2022-08-24,279 000,279 000,279 000,,40 000,0,0.14,1 434,Mežs,,1/1,Vidzeme,Vidzeme,valmieras nov,2022.0,3.0
14914,Zeme,"Sutru pag., Līvānu nov.",2022-08-24,82 900,82 900,82 900,,20 000,0,0.24,2 413,Mežs,,1/1,Latgale,Latgale,līvānu nov,2022.0,3.0
14915,Zeme,"Raiskuma pag., Cēsu nov.",2022-08-24,37 100,37 100,37 100,,15 000,0,0.4,4 043,Mežs,,1/1,Vidzeme,Vidzeme,cēsu nov,2022.0,3.0
14916,Zeme,"Tīnūžu pag., Ogres nov.",2022-08-24,90 000,90 000,90 000,,20 000,0,0.22,2 222,Mežs,,1/1,Pierīga,Pierīga,ogres nov,2022.0,3.0
14917,Zeme,"Līzes, Zvirgzdenes pag., Ludzas nov.",2022-08-24,22 100,22 100,22 100,,22 000,1,1.0,9 955,Mežs,,1/1,Latgale,Latgale,ludzas nov,2022.0,3.0
14918,Zeme,"Gailīšu pag., Bauskas nov.",2022-08-24,29 000,29 000,29 000,,10 000,0,0.34,3 448,Mežs,,1/1,Zemgale,Zemgale,bauskas nov,2022.0,3.0
14919,Zeme,"Inčukalna pag., Siguldas nov.",2022-08-24,33 200,33 200,33 200,,36 000,1,1.08,10 843,Mežs,,1/1,Pierīga,Pierīga,siguldas nov,2022.0,3.0
14920,Zeme,"Alsviķu pag., Alūksnes nov.",2022-08-23,269 500,269 500,269 500,,50 000,0,0.19,1 855,Mežs,,1/1,Vidzeme,Vidzeme,alūksnes nov,2022.0,3.0
14921,Zeme,"Staiceles pag., Limbažu nov.",2022-08-23,129 600,129 600,129 600,,30 000,0,0.23,2 315,Mežs,,1/1,Vidzeme,Vidzeme,limbažu nov,2022.0,3.0
14922,Zeme,"Laidzes pag., Talsu nov.",2022-08-23,63 000,63 000,63 000,,71 429,1,1.13,11 338,Mežs,,1/1,Kurzeme,Kurzeme,talsu nov,2022.0,3.0
14923,Zeme,"Siguldas pag., Siguldas nov.",2022-08-23,263 200,263 200,263 200,,147 519,1,0.56,5 605,Mežs,,1/1,Pierīga,Pierīga,siguldas nov,2022.0,3.0
14924,Zeme,"Lubes pag., Talsu nov.",2022-08-22,30 000,30 000,30 000,,9 000,0,0.3,3 000,Mežs,,1/1,Kurzeme,Kurzeme,talsu nov,2022.0,3.0
14925,Zeme,"Lubes pag., Talsu nov.",2022-08-22,28 000,28 000,28 000,,9 000,0,0.32,3 214,Mežs,,1/1,Kurzeme,Kurzeme,talsu nov,2022.0,3.0
14926,Zeme,"Laidzes pag., Talsu nov.",2022-08-22,35 500,35 500,35 500,,5 250,0,0.15,1 479,Mežs,,1/1,Kurzeme,Kurzeme,talsu nov,2022.0,3.0
14927,Zeme,"Rucavas pag., Dienvidkurzemes nov.",2022-08-22,44 700,44 700,44 700,,13 000,0,0.29,2 908,Mežs,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2022.0,3.0
14928,Zeme,"Rušonas pag., Preiļu nov.",2022-08-22,406 100,406 100,406 100,,260 000,1,0.64,6 402,Mežs,,1/1,Latgale,Latgale,preiļu nov,2022.0,3.0
14929,Zeme,"Lapmežciema pag., Tukuma nov.",2022-08-22,9 285,9 285,9 285,,40 000,4,4.31,-,Mežs,,1/1,Kurzeme,Kurzeme,tukuma nov,2022.0,3.0
14930,Zeme,"Mazsalacas pag., Valmieras nov.",2022-08-19,141 400,141 400,141 400,,43 000,0,0.3,3 041,Mežs,,1/1,Vidzeme,Vidzeme,valmieras nov,2022.0,3.0
14931,Zeme,"Liepas pag., Cēsu nov.",2022-08-19,214 000,214 000,214 000,,138 000,1,0.64,6 449,Mežs,,1/1,Vidzeme,Vidzeme,cēsu nov,2022.0,3.0
14932,Zeme,"Skultes pag., Limbažu nov.",2022-08-19,8 764,8 764,8 764,,10 000,1,1.14,-,Mežs,,1/1,Vidzeme,Vidzeme,limbažu nov,2022.0,3.0
14933,Zeme,"Irlavas pag., Tukuma nov.",2022-08-19,5 000,131 000,5 000,,2 500,1,0.5,-,Mežs,,5/131,Kurzeme,Kurzeme,tukuma nov,2022.0,3.0
14934,Zeme,"Sūnu iela 57, Podkājas, Ropažu pag., Ropažu nov.",2022-08-19,2 002,2 002,2 002,,17 000,8,8.49,-,Mežs,,1/1,Pierīga,Pierīga,ropažu nov,2022.0,3.0
14935,Zeme,"Vijciema pag., Valkas nov.",2022-08-18,208 400,208 400,208 400,,73 600,0,0.35,3 532,Mežs,,1/1,Vidzeme,Vidzeme,valkas nov,2022.0,3.0
14936,Zeme,"Pušas pag., Rēzeknes nov.",2022-08-18,98 875,113 000,98 875,,1 218,0,0.01,123,Mežs,,7/8,Latgale,Latgale,rēzeknes nov,2022.0,3.0
14937,Zeme,"Kastuļinas pag., Krāslavas nov.",2022-08-18,4 000,8 000,4 000,,1 800,0,0.45,-,Mežs,,1/2,Latgale,Latgale,krāslavas nov,2022.0,3.0
14938,Zeme,"Kastuļinas pag., Krāslavas nov.",2022-08-18,4 000,8 000,4 000,,1 800,0,0.45,-,Mežs,,1/2,Latgale,Latgale,krāslavas nov,2022.0,3.0
14939,Zeme,"Ēveles pag., Valmieras nov.",2022-08-18,149 100,149 100,149 100,,63 000,0,0.42,4 225,Mežs,,1/1,Vidzeme,Vidzeme,valmieras nov,2022.0,3.0
14940,Zeme,"Grāveru pag., Krāslavas nov.",2022-08-18,55 000,55 000,55 000,,16 500,0,0.3,3 000,Mežs,,1/1,Latgale,Latgale,krāslavas nov,2022.0,3.0
14941,Zeme,"Ukru pag., Dobeles nov.",2022-08-17,39 000,39 000,39 000,,2 000,0,0.05,513,Mežs,,1/1,Zemgale,Zemgale,dobeles nov,2022.0,3.0
14942,Zeme,"Vecumnieku pag., Bauskas nov.",2022-08-17,20 000,20 000,20 000,,6 000,0,0.3,3 000,Mežs,,1/1,Zemgale,Zemgale,bauskas nov,2022.0,3.0
14943,Zeme,"Skujenes pag., Cēsu nov.",2022-08-17,568 000,568 000,568 000,,340 655,1,0.6,5 997,Mežs,,1/1,Vidzeme,Vidzeme,cēsu nov,2022.0,3.0
14944,Zeme,"Jaunpiebalgas pag., Cēsu nov.",2022-08-17,278 000,278 000,278 000,,126 125,0,0.45,4 537,Mežs,,1/1,Vidzeme,Vidzeme,cēsu nov,2022.0,3.0
14945,Zeme,"Bārbeles pag., Bauskas nov.",2022-08-17,73 800,73 800,73 800,,44 261,1,0.6,5 997,Mežs,,1/1,Zemgale,Zemgale,bauskas nov,2022.0,3.0
14946,Zeme,"Mežāres pag., Jēkabpils nov.",2022-08-17,199 000,199 000,199 000,,180 000,1,0.9,9 045,Mežs,,1/1,Zemgale,Zemgale,jēkabpils nov,2022.0,3.0
14947,Zeme,"Pušas pag., Rēzeknes nov.",2022-08-17,14 125,113 000,14 125,,3 640,0,0.26,2 577,Mežs,,1/8,Latgale,Latgale,rēzeknes nov,2022.0,3.0
14948,Zeme,"Krustpils pag., Jēkabpils nov.",2022-08-17,17 000,17 000,17 000,,1 000,0,0.06,588,Mežs,,1/1,Zemgale,Zemgale,jēkabpils nov,2022.0,3.0
14949,Zeme,"Ziru pag., Ventspils nov.",2022-08-17,112 000,112 000,112 000,,4 500,0,0.04,402,Mežs,,1/1,Kurzeme,Kurzeme,ventspils nov,2022.0,3.0
14950,Zeme,"Rīgas iela 65, Saulkrasti, Saulkrastu nov.",2022-08-17,1 259,2 517,1 259,,21 000,17,16.69,-,Mežs,,1/2,Pierīga,Pierīga,saulkrastu nov,2022.0,3.0
14951,Zeme,"Kaplavas pag., Krāslavas nov.",2022-08-17,149 000,149 000,149 000,,89 362,1,0.6,5 997,Mežs,,1/1,Latgale,Latgale,krāslavas nov,2022.0,3.0
14952,Zeme,"Andzeļu pag., Krāslavas nov.",2022-08-17,353 500,353 500,353 500,,212 009,1,0.6,5 997,Mežs,,1/1,Latgale,Latgale,krāslavas nov,2022.0,3.0
14953,Zeme,"Maltas pag., Rēzeknes nov.",2022-08-16,56 600,56 600,56 600,,1 000,0,0.02,177,Mežs,,1/1,Latgale,Latgale,rēzeknes nov,2022.0,3.0
14954,Zeme,"Priekuļu pag., Cēsu nov.",2022-08-16,372 161,372 161,372 161,,63 000,0,0.17,1 693,Mežs,,1/1,Vidzeme,Vidzeme,cēsu nov,2022.0,3.0
14955,Zeme,"Piedrujas pag., Krāslavas nov.",2022-08-16,7 707,7 707,7 707,,1 600,0,0.21,-,Mežs,,1/1,Latgale,Latgale,krāslavas nov,2022.0,3.0
14956,Zeme,"Variešu pag., Jēkabpils nov.",2022-08-16,54 000,54 000,54 000,,11 000,0,0.2,2 037,Mežs,,1/1,Zemgale,Zemgale,jēkabpils nov,2022.0,3.0
14957,Zeme,"Mērdzenes pag., Ludzas nov.",2022-08-15,115 500,462 000,115 500,,3 000,0,0.03,260,Mežs,,1/4,Latgale,Latgale,ludzas nov,2022.0,3.0
14958,Zeme,"Krimuldas pag., Siguldas nov.",2022-08-15,15 000,15 000,15 000,,14 000,1,0.93,9 333,Mežs,,1/1,Pierīga,Pierīga,siguldas nov,2022.0,3.0
14959,Zeme,"Salgales pag., Jelgavas nov.",2022-08-15,71 950,143 900,71 950,,3 700,0,0.05,514,Mežs,,1/2,Zemgale,Zemgale,jelgavas nov,2022.0,3.0
14960,Zeme,"Pededzes pag., Alūksnes nov.",2022-08-15,12 800,25 600,12 800,,11 000,1,0.86,8 594,Mežs,,1/2,Vidzeme,Vidzeme,alūksnes nov,2022.0,3.0
14961,Zeme,"Vaiņodes pag., Dienvidkurzemes nov.",2022-08-15,82 900,82 900,82 900,,21 500,0,0.26,2 593,Mežs,,1/1,Kurzeme,Kurzeme,dienvidkurzemes nov,2022.0,3.0
14962,Zeme,"Liezēres pag., Madonas nov.",2022-08-13,139 200,139 200,139 200,,100 000,1,0.72,7 184,Mežs,,1/1,Latgale,Latgale,madonas nov,2022.0,3.0
14963,Zeme,"Kabiles pag., Kuldīgas nov.",2022-08-12,42 800,42 800,42 800,,6 000,0,0.14,1 402,Mežs,,1/1,Kurzeme,Kurzeme,kuldīgas nov,2022.0,3.0
14964,Zeme,"Raiņa iela 23, Piltene, Ventspils nov.",2022-08-12,44 679,44 679,44 679,,5 200,0,0.12,1 164,Mežs,,1/1,Kurzeme,Kurzeme,ventspils nov,2022.0,3.0
14965,Zeme,"Saldus pag., Saldus nov.",2022-08-12,72 000,72 000,72 000,,10 000,0,0.14,1 389,Mežs,,1/1,Kurzeme,Kurzeme,saldus nov,2022.0,3.0
14966,Zeme,"Ozolaines pag., Rēzeknes nov.",2022-08-12,593 400,593 400,593 400,,200 000,0,0.34,3 370,Mežs,,1/1,Latgale,Latgale,rēzeknes nov,2022.0,3.0
14967,Zeme,"Ozolaines pag., Rēzeknes nov.",2022-08-12,174 700,174 700,174 700,,100 000,1,0.57,5 724,Mežs,,1/1,Latgale,Latgale,rēzeknes nov,2022.0,3.0
14968,Zeme,"Ozolaines pag., Rēzeknes nov.",2022-08-12,162 700,586 200,162 700,,75 000,0,0.46,4 610,Mežs,,1627/5862,Latgale,Latgale,rēzeknes nov,2022.0,3.0
14969,Zeme,"Variešu pag., Jēkabpils nov.",2022-08-12,166 000,166 000,166 000,,103 000,1,0.62,6 205,Mežs,,1/1,Zemgale,Zemgale,jēkabpils nov,2022.0,3.0
14970,Zeme,"Vīpes pag., Jēkabpils nov.",2022-08-12,50 000,50 000,50 000,,8 000,0,0.16,1 600,Mežs,,1/1,Zemgale,Zemgale,jēkabpils nov,2022.0,3.0
14971,Zeme,"Elkšņu pag., Jēkabpils nov.",2022-08-12,64 000,64 000,64 000,,10 000,0,0.16,1 563,Mežs,,1/1,Zemgale,Zemgale,jēkabpils nov,2022.0,3.0
14972,Zeme,"Pededzes pag., Alūksnes nov.",2022-08-12,12 800,25 600,12 800,,11 000,1,0.86,8 594,Mežs,,1/2,Vidzeme,Vidzeme,alūksnes nov,2022.0,3.0
